legal_name,regulator_code,regulator,jurisdiction,license_number,license_type,status,license_date,approved_domains,forex_broker,classification_confidence,classification_reason,evidence_url,evidence_status,needs_review,source_url,last_checked
AlfaCM Limited,FSC Mauritius,Financial Services Commission Mauritius,Mauritius,,SEC-2.1B Investment Dealer (Full Service Dealer excluding Underwriting),ACTIVE,02/12/2025,,NO,LOW,"Active investment-dealer licence, but no affirmative FX/CFD evidence found; manual product validation required",https://opr.fscmauritius.org/ords/opr/r/fsc-opr/fsc-online-public-register-opr,OFFICIAL_PUBLIC_REGISTER,YES,https://opr.fscmauritius.org/ords/opr/r/fsc-opr/fsc-online-public-register-opr,2026-08-18T07:22:18+00:00
Alora Investments,FSC Mauritius,Financial Services Commission Mauritius,Mauritius,,SEC-2.1B Investment Dealer (Full Service Dealer excluding Underwriting),ACTIVE,16/02/2026,,NO,LOW,"Active investment-dealer licence, but no affirmative FX/CFD evidence found; manual product validation required",https://opr.fscmauritius.org/ords/opr/r/fsc-opr/fsc-online-public-register-opr,OFFICIAL_PUBLIC_REGISTER,YES,https://opr.fscmauritius.org/ords/opr/r/fsc-opr/fsc-online-public-register-opr,2026-08-18T07:22:18+00:00
Altius Wealth Partners,FSC Mauritius,Financial Services Commission Mauritius,Mauritius,,SEC-2.3 Investment Dealer (Discount Broker),ACTIVE,19/10/2020,,NO,LOW,"Active investment-dealer licence, but no affirmative FX/CFD evidence found; manual product validation required",https://opr.fscmauritius.org/ords/opr/r/fsc-opr/fsc-online-public-register-opr,OFFICIAL_PUBLIC_REGISTER,YES,https://opr.fscmauritius.org/ords/opr/r/fsc-opr/fsc-online-public-register-opr,2026-08-18T07:22:18+00:00
Amber Rock Trade Ltd,FSC Mauritius,Financial Services Commission Mauritius,Mauritius,,SEC-2.1B Investment Dealer (Full Service Dealer excluding Underwriting),ACTIVE,18/06/2025,,NO,LOW,"Active investment-dealer licence, but no affirmative FX/CFD evidence found; manual product validation required",https://opr.fscmauritius.org/ords/opr/r/fsc-opr/fsc-online-public-register-opr,OFFICIAL_PUBLIC_REGISTER,YES,https://opr.fscmauritius.org/ords/opr/r/fsc-opr/fsc-online-public-register-opr,2026-08-18T07:22:18+00:00
Ambitious Fincorp Ltd,FSC Mauritius,Financial Services Commission Mauritius,Mauritius,,SEC-2.1B Investment Dealer (Full Service Dealer excluding Underwriting),ACTIVE,22/12/2025,,NO,LOW,"Active investment-dealer licence, but no affirmative FX/CFD evidence found; manual product validation required",https://opr.fscmauritius.org/ords/opr/r/fsc-opr/fsc-online-public-register-opr,OFFICIAL_PUBLIC_REGISTER,YES,https://opr.fscmauritius.org/ords/opr/r/fsc-opr/fsc-online-public-register-opr,2026-08-18T07:22:18+00:00
Amega Global Ltd,FSC Mauritius,Financial Services Commission Mauritius,Mauritius,,SEC-2.1B Investment Dealer (Full Service Dealer excluding Underwriting),ACTIVE,27/07/2022,,NO,LOW,"Active investment-dealer licence, but no affirmative FX/CFD evidence found; manual product validation required",https://opr.fscmauritius.org/ords/opr/r/fsc-opr/fsc-online-public-register-opr,OFFICIAL_PUBLIC_REGISTER,YES,https://opr.fscmauritius.org/ords/opr/r/fsc-opr/fsc-online-public-register-opr,2026-08-18T07:22:18+00:00
Arab Global Securities Limited,FSC Mauritius,Financial Services Commission Mauritius,Mauritius,,SEC-2.1B Investment Dealer (Full Service Dealer excluding Underwriting),ACTIVE,29/08/2025,,NO,LOW,"Active investment-dealer licence, but no affirmative FX/CFD evidence found; manual product validation required",https://opr.fscmauritius.org/ords/opr/r/fsc-opr/fsc-online-public-register-opr,OFFICIAL_PUBLIC_REGISTER,YES,https://opr.fscmauritius.org/ords/opr/r/fsc-opr/fsc-online-public-register-opr,2026-08-18T07:22:18+00:00
Araz Brokers International Ltd,FSC Mauritius,Financial Services Commission Mauritius,Mauritius,,SEC-2.3 Investment Dealer (Discount Broker),ACTIVE,24/03/2023,,NO,LOW,"Active investment-dealer licence, but no affirmative FX/CFD evidence found; manual product validation required",https://opr.fscmauritius.org/ords/opr/r/fsc-opr/fsc-online-public-register-opr,OFFICIAL_PUBLIC_REGISTER,YES,https://opr.fscmauritius.org/ords/opr/r/fsc-opr/fsc-online-public-register-opr,2026-08-18T07:22:18+00:00
Aron Brokers Ltd,FSC Mauritius,Financial Services Commission Mauritius,Mauritius,,SEC-2.1B Investment Dealer (Full Service Dealer excluding Underwriting),ACTIVE,04/06/2024,,NO,LOW,"Active investment-dealer licence, but no affirmative FX/CFD evidence found; manual product validation required",https://opr.fscmauritius.org/ords/opr/r/fsc-opr/fsc-online-public-register-opr,OFFICIAL_PUBLIC_REGISTER,YES,https://opr.fscmauritius.org/ords/opr/r/fsc-opr/fsc-online-public-register-opr,2026-08-18T07:22:18+00:00
Arrow Trade,FSC Mauritius,Financial Services Commission Mauritius,Mauritius,,SEC-2.1B Investment Dealer (Full Service Dealer excluding Underwriting),ACTIVE,25/10/2024,,NO,LOW,"Active investment-dealer licence, but no affirmative FX/CFD evidence found; manual product validation required",https://opr.fscmauritius.org/ords/opr/r/fsc-opr/fsc-online-public-register-opr,OFFICIAL_PUBLIC_REGISTER,YES,https://opr.fscmauritius.org/ords/opr/r/fsc-opr/fsc-online-public-register-opr,2026-08-18T07:22:18+00:00
Assets Global Ltd,FSC Mauritius,Financial Services Commission Mauritius,Mauritius,,SEC-2.1B Investment Dealer (Full Service Dealer excluding Underwriting),ACTIVE,03/05/2024,,NO,LOW,"Active investment-dealer licence, but no affirmative FX/CFD evidence found; manual product validation required",https://opr.fscmauritius.org/ords/opr/r/fsc-opr/fsc-online-public-register-opr,OFFICIAL_PUBLIC_REGISTER,YES,https://opr.fscmauritius.org/ords/opr/r/fsc-opr/fsc-online-public-register-opr,2026-08-18T07:22:18+00:00
Atlas International Holdings Ltd,FSC Mauritius,Financial Services Commission Mauritius,Mauritius,,SEC-2.1B Investment Dealer (Full Service Dealer excluding Underwriting),ACTIVE,23/01/2026,,NO,LOW,"Active investment-dealer licence, but no affirmative FX/CFD evidence found; manual product validation required",https://opr.fscmauritius.org/ords/opr/r/fsc-opr/fsc-online-public-register-opr,OFFICIAL_PUBLIC_REGISTER,YES,https://opr.fscmauritius.org/ords/opr/r/fsc-opr/fsc-online-public-register-opr,2026-08-18T07:22:18+00:00
Azul Capital,FSC Mauritius,Financial Services Commission Mauritius,Mauritius,,SEC-2.1B Investment Dealer (Full Service Dealer excluding Underwriting),ACTIVE,15/07/2024,,NO,LOW,"Active investment-dealer licence, but no affirmative FX/CFD evidence found; manual product validation required",https://opr.fscmauritius.org/ords/opr/r/fsc-opr/fsc-online-public-register-opr,OFFICIAL_PUBLIC_REGISTER,YES,https://opr.fscmauritius.org/ords/opr/r/fsc-opr/fsc-online-public-register-opr,2026-08-18T07:22:18+00:00
B2B Prime Services,FSC Mauritius,Financial Services Commission Mauritius,Mauritius,,SEC-2.1B Investment Dealer (Full Service Dealer excluding Underwriting),ACTIVE,03/11/2017,,NO,LOW,"Active investment-dealer licence, but no affirmative FX/CFD evidence found; manual product validation required",https://opr.fscmauritius.org/ords/opr/r/fsc-opr/fsc-online-public-register-opr,OFFICIAL_PUBLIC_REGISTER,YES,https://opr.fscmauritius.org/ords/opr/r/fsc-opr/fsc-online-public-register-opr,2026-08-18T07:22:18+00:00
BF GLOBAL IB MU,FSC Mauritius,Financial Services Commission Mauritius,Mauritius,,SEC-2.1B Investment Dealer (Full Service Dealer excluding Underwriting),ACTIVE,08/06/2023,,NO,LOW,"Active investment-dealer licence, but no affirmative FX/CFD evidence found; manual product validation required",https://opr.fscmauritius.org/ords/opr/r/fsc-opr/fsc-online-public-register-opr,OFFICIAL_PUBLIC_REGISTER,YES,https://opr.fscmauritius.org/ords/opr/r/fsc-opr/fsc-online-public-register-opr,2026-08-18T07:22:18+00:00
BINGMEX LIMITED,FSC Mauritius,Financial Services Commission Mauritius,Mauritius,,SEC-2.1B Investment Dealer (Full Service Dealer excluding Underwriting),ACTIVE,29/02/2024,,NO,LOW,"Active investment-dealer licence, but no affirmative FX/CFD evidence found; manual product validation required",https://opr.fscmauritius.org/ords/opr/r/fsc-opr/fsc-online-public-register-opr,OFFICIAL_PUBLIC_REGISTER,YES,https://opr.fscmauritius.org/ords/opr/r/fsc-opr/fsc-online-public-register-opr,2026-08-18T07:22:18+00:00
BINVANK (MAURITIUS) LTD,FSC Mauritius,Financial Services Commission Mauritius,Mauritius,,SEC-2.1B Investment Dealer (Full Service Dealer excluding Underwriting),ACTIVE,26/06/2026,,NO,LOW,"Active investment-dealer licence, but no affirmative FX/CFD evidence found; manual product validation required",https://opr.fscmauritius.org/ords/opr/r/fsc-opr/fsc-online-public-register-opr,OFFICIAL_PUBLIC_REGISTER,YES,https://opr.fscmauritius.org/ords/opr/r/fsc-opr/fsc-online-public-register-opr,2026-08-18T07:22:18+00:00
BLACKWAVE CAPITAL,FSC Mauritius,Financial Services Commission Mauritius,Mauritius,,SEC-2.1B Investment Dealer (Full Service Dealer excluding Underwriting),ACTIVE,07/11/2023,,NO,LOW,"Active investment-dealer licence, but no affirmative FX/CFD evidence found; manual product validation required",https://opr.fscmauritius.org/ords/opr/r/fsc-opr/fsc-online-public-register-opr,OFFICIAL_PUBLIC_REGISTER,YES,https://opr.fscmauritius.org/ords/opr/r/fsc-opr/fsc-online-public-register-opr,2026-08-18T07:22:18+00:00
BRAMER CAPITAL BROKERS LTD,FSC Mauritius,Financial Services Commission Mauritius,Mauritius,,SEC-2.1B Investment Dealer (Full Service Dealer excluding Underwriting),ACTIVE,16/06/2009,,NO,LOW,"Active investment-dealer licence, but no affirmative FX/CFD evidence found; manual product validation required",https://opr.fscmauritius.org/ords/opr/r/fsc-opr/fsc-online-public-register-opr,OFFICIAL_PUBLIC_REGISTER,YES,https://opr.fscmauritius.org/ords/opr/r/fsc-opr/fsc-online-public-register-opr,2026-08-18T07:22:18+00:00
BRUCE INVESTMENTS LTD,FSC Mauritius,Financial Services Commission Mauritius,Mauritius,,SEC-2.1B Investment Dealer (Full Service Dealer excluding Underwriting),ACTIVE,18/04/2023,,NO,LOW,"Active investment-dealer licence, but no affirmative FX/CFD evidence found; manual product validation required",https://opr.fscmauritius.org/ords/opr/r/fsc-opr/fsc-online-public-register-opr,OFFICIAL_PUBLIC_REGISTER,YES,https://opr.fscmauritius.org/ords/opr/r/fsc-opr/fsc-online-public-register-opr,2026-08-18T07:22:18+00:00
BTGT Mauritius Capital,FSC Mauritius,Financial Services Commission Mauritius,Mauritius,,SEC-2.1B Investment Dealer (Full Service Dealer excluding Underwriting),ACTIVE,10/07/2025,,NO,LOW,"Active investment-dealer licence, but no affirmative FX/CFD evidence found; manual product validation required",https://opr.fscmauritius.org/ords/opr/r/fsc-opr/fsc-online-public-register-opr,OFFICIAL_PUBLIC_REGISTER,YES,https://opr.fscmauritius.org/ords/opr/r/fsc-opr/fsc-online-public-register-opr,2026-08-18T07:22:18+00:00
BTS PRO X,FSC Mauritius,Financial Services Commission Mauritius,Mauritius,,SEC-2.1B Investment Dealer (Full Service Dealer excluding Underwriting),ACTIVE,25/06/2026,,NO,LOW,"Active investment-dealer licence, but no affirmative FX/CFD evidence found; manual product validation required",https://opr.fscmauritius.org/ords/opr/r/fsc-opr/fsc-online-public-register-opr,OFFICIAL_PUBLIC_REGISTER,YES,https://opr.fscmauritius.org/ords/opr/r/fsc-opr/fsc-online-public-register-opr,2026-08-18T07:22:18+00:00
Bharat Sky Limited,FSC Mauritius,Financial Services Commission Mauritius,Mauritius,,SEC-2.1B Investment Dealer (Full Service Dealer excluding Underwriting),ACTIVE,14/07/2026,,NO,LOW,"Active investment-dealer licence, but no affirmative FX/CFD evidence found; manual product validation required",https://opr.fscmauritius.org/ords/opr/r/fsc-opr/fsc-online-public-register-opr,OFFICIAL_PUBLIC_REGISTER,YES,https://opr.fscmauritius.org/ords/opr/r/fsc-opr/fsc-online-public-register-opr,2026-08-18T07:22:18+00:00
Bitdelta Limited,FSC Mauritius,Financial Services Commission Mauritius,Mauritius,,SEC-2.1B Investment Dealer (Full Service Dealer excluding Underwriting),ACTIVE,22/05/2024,,NO,LOW,"Active investment-dealer licence, but no affirmative FX/CFD evidence found; manual product validation required",https://opr.fscmauritius.org/ords/opr/r/fsc-opr/fsc-online-public-register-opr,OFFICIAL_PUBLIC_REGISTER,YES,https://opr.fscmauritius.org/ords/opr/r/fsc-opr/fsc-online-public-register-opr,2026-08-18T07:22:18+00:00
Bkquote Global Prime Ltd,FSC Mauritius,Financial Services Commission Mauritius,Mauritius,,SEC-2.1B Investment Dealer (Full Service Dealer excluding Underwriting),ACTIVE,24/07/2026,,NO,LOW,"Active investment-dealer licence, but no affirmative FX/CFD evidence found; manual product validation required",https://opr.fscmauritius.org/ords/opr/r/fsc-opr/fsc-online-public-register-opr,OFFICIAL_PUBLIC_REGISTER,YES,https://opr.fscmauritius.org/ords/opr/r/fsc-opr/fsc-online-public-register-opr,2026-08-18T07:22:18+00:00
Blackwell Global Investments Limited,FSC Mauritius,Financial Services Commission Mauritius,Mauritius,,SEC-2.1B Investment Dealer (Full Service Dealer excluding Underwriting),ACTIVE,03/10/2025,,NO,LOW,"Active investment-dealer licence, but no affirmative FX/CFD evidence found; manual product validation required",https://opr.fscmauritius.org/ords/opr/r/fsc-opr/fsc-online-public-register-opr,OFFICIAL_PUBLIC_REGISTER,YES,https://opr.fscmauritius.org/ords/opr/r/fsc-opr/fsc-online-public-register-opr,2026-08-18T07:22:18+00:00
BlocEquity,FSC Mauritius,Financial Services Commission Mauritius,Mauritius,,SEC-2.1B Investment Dealer (Full Service Dealer excluding Underwriting),ACTIVE,11/09/2025,,NO,LOW,"Active investment-dealer licence, but no affirmative FX/CFD evidence found; manual product validation required",https://opr.fscmauritius.org/ords/opr/r/fsc-opr/fsc-online-public-register-opr,OFFICIAL_PUBLIC_REGISTER,YES,https://opr.fscmauritius.org/ords/opr/r/fsc-opr/fsc-online-public-register-opr,2026-08-18T07:22:18+00:00
BlueStar VIP Ltd,FSC Mauritius,Financial Services Commission Mauritius,Mauritius,,SEC-2.1B Investment Dealer (Full Service Dealer excluding Underwriting),ACTIVE,23/02/2026,,NO,LOW,"Active investment-dealer licence, but no affirmative FX/CFD evidence found; manual product validation required",https://opr.fscmauritius.org/ords/opr/r/fsc-opr/fsc-online-public-register-opr,OFFICIAL_PUBLIC_REGISTER,YES,https://opr.fscmauritius.org/ords/opr/r/fsc-opr/fsc-online-public-register-opr,2026-08-18T07:22:18+00:00
Born2trade Ltd,FSC Mauritius,Financial Services Commission Mauritius,Mauritius,,SEC-2.1B Investment Dealer (Full Service Dealer excluding Underwriting),ACTIVE,30/10/2024,,NO,LOW,"Active investment-dealer licence, but no affirmative FX/CFD evidence found; manual product validation required",https://opr.fscmauritius.org/ords/opr/r/fsc-opr/fsc-online-public-register-opr,OFFICIAL_PUBLIC_REGISTER,YES,https://opr.fscmauritius.org/ords/opr/r/fsc-opr/fsc-online-public-register-opr,2026-08-18T07:22:18+00:00
BrillantCapital,FSC Mauritius,Financial Services Commission Mauritius,Mauritius,,SEC-2.1B Investment Dealer (Full Service Dealer excluding Underwriting),ACTIVE,17/04/2024,,NO,LOW,"Active investment-dealer licence, but no affirmative FX/CFD evidence found; manual product validation required",https://opr.fscmauritius.org/ords/opr/r/fsc-opr/fsc-online-public-register-opr,OFFICIAL_PUBLIC_REGISTER,YES,https://opr.fscmauritius.org/ords/opr/r/fsc-opr/fsc-online-public-register-opr,2026-08-18T07:22:18+00:00
CAS Capital,FSC Mauritius,Financial Services Commission Mauritius,Mauritius,,SEC-2.1B Investment Dealer (Full Service Dealer excluding Underwriting),ACTIVE,15/02/2023,,NO,LOW,"Active investment-dealer licence, but no affirmative FX/CFD evidence found; manual product validation required",https://opr.fscmauritius.org/ords/opr/r/fsc-opr/fsc-online-public-register-opr,OFFICIAL_PUBLIC_REGISTER,YES,https://opr.fscmauritius.org/ords/opr/r/fsc-opr/fsc-online-public-register-opr,2026-08-18T07:22:18+00:00
CFI International Ltd,FSC Mauritius,Financial Services Commission Mauritius,Mauritius,,SEC-2.1B Investment Dealer (Full Service Dealer excluding Underwriting),ACTIVE,14/01/2019,,NO,LOW,"Active investment-dealer licence, but no affirmative FX/CFD evidence found; manual product validation required",https://opr.fscmauritius.org/ords/opr/r/fsc-opr/fsc-online-public-register-opr,OFFICIAL_PUBLIC_REGISTER,YES,https://opr.fscmauritius.org/ords/opr/r/fsc-opr/fsc-online-public-register-opr,2026-08-18T07:22:18+00:00
CGS International Securities Mauritius Ltd,FSC Mauritius,Financial Services Commission Mauritius,Mauritius,,SEC-2.1B Investment Dealer (Full Service Dealer excluding Underwriting),ACTIVE,10/09/2019,,NO,LOW,"Active investment-dealer licence, but no affirmative FX/CFD evidence found; manual product validation required",https://opr.fscmauritius.org/ords/opr/r/fsc-opr/fsc-online-public-register-opr,OFFICIAL_PUBLIC_REGISTER,YES,https://opr.fscmauritius.org/ords/opr/r/fsc-opr/fsc-online-public-register-opr,2026-08-18T07:22:18+00:00
CMG One Limited,FSC Mauritius,Financial Services Commission Mauritius,Mauritius,,SEC-2.1B Investment Dealer (Full Service Dealer excluding Underwriting),ACTIVE,08/10/2025,,NO,LOW,"Active investment-dealer licence, but no affirmative FX/CFD evidence found; manual product validation required",https://opr.fscmauritius.org/ords/opr/r/fsc-opr/fsc-online-public-register-opr,OFFICIAL_PUBLIC_REGISTER,YES,https://opr.fscmauritius.org/ords/opr/r/fsc-opr/fsc-online-public-register-opr,2026-08-18T07:22:18+00:00
CMS Prime Ltd,FSC Mauritius,Financial Services Commission Mauritius,Mauritius,,SEC-2.1B Investment Dealer (Full Service Dealer excluding Underwriting),ACTIVE,08/01/2020,,NO,LOW,"Active investment-dealer licence, but no affirmative FX/CFD evidence found; manual product validation required",https://opr.fscmauritius.org/ords/opr/r/fsc-opr/fsc-online-public-register-opr,OFFICIAL_PUBLIC_REGISTER,YES,https://opr.fscmauritius.org/ords/opr/r/fsc-opr/fsc-online-public-register-opr,2026-08-18T07:22:18+00:00
CODART CAPITAL,FSC Mauritius,Financial Services Commission Mauritius,Mauritius,,SEC-2.1B Investment Dealer (Full Service Dealer excluding Underwriting),ACTIVE,11/03/2024,,NO,LOW,"Active investment-dealer licence, but no affirmative FX/CFD evidence found; manual product validation required",https://opr.fscmauritius.org/ords/opr/r/fsc-opr/fsc-online-public-register-opr,OFFICIAL_PUBLIC_REGISTER,YES,https://opr.fscmauritius.org/ords/opr/r/fsc-opr/fsc-online-public-register-opr,2026-08-18T07:22:18+00:00
COINCOPTRADE,FSC Mauritius,Financial Services Commission Mauritius,Mauritius,,SEC-2.1B Investment Dealer (Full Service Dealer excluding Underwriting),ACTIVE,08/03/2022,,NO,LOW,"Active investment-dealer licence, but no affirmative FX/CFD evidence found; manual product validation required",https://opr.fscmauritius.org/ords/opr/r/fsc-opr/fsc-online-public-register-opr,OFFICIAL_PUBLIC_REGISTER,YES,https://opr.fscmauritius.org/ords/opr/r/fsc-opr/fsc-online-public-register-opr,2026-08-18T07:22:18+00:00
CULTURE CAPITAL LTD,FSC Mauritius,Financial Services Commission Mauritius,Mauritius,,SEC-2.1B Investment Dealer (Full Service Dealer excluding Underwriting),ACTIVE,12/09/2025,,NO,LOW,"Active investment-dealer licence, but no affirmative FX/CFD evidence found; manual product validation required",https://opr.fscmauritius.org/ords/opr/r/fsc-opr/fsc-online-public-register-opr,OFFICIAL_PUBLIC_REGISTER,YES,https://opr.fscmauritius.org/ords/opr/r/fsc-opr/fsc-online-public-register-opr,2026-08-18T07:22:18+00:00
Capitalxtend (Mauritius) LLC,FSC Mauritius,Financial Services Commission Mauritius,Mauritius,,SEC-2.1B Investment Dealer (Full Service Dealer excluding Underwriting),ACTIVE,15/06/2023,,NO,LOW,"Active investment-dealer licence, but no affirmative FX/CFD evidence found; manual product validation required",https://opr.fscmauritius.org/ords/opr/r/fsc-opr/fsc-online-public-register-opr,OFFICIAL_PUBLIC_REGISTER,YES,https://opr.fscmauritius.org/ords/opr/r/fsc-opr/fsc-online-public-register-opr,2026-08-18T07:22:18+00:00
Cedar Ltd,FSC Mauritius,Financial Services Commission Mauritius,Mauritius,,SEC-2.1B Investment Dealer (Full Service Dealer excluding Underwriting),ACTIVE,17/10/2023,,NO,LOW,"Active investment-dealer licence, but no affirmative FX/CFD evidence found; manual product validation required",https://opr.fscmauritius.org/ords/opr/r/fsc-opr/fsc-online-public-register-opr,OFFICIAL_PUBLIC_REGISTER,YES,https://opr.fscmauritius.org/ords/opr/r/fsc-opr/fsc-online-public-register-opr,2026-08-18T07:22:18+00:00
Century Financial Limited,FSC Mauritius,Financial Services Commission Mauritius,Mauritius,,SEC-2.1B Investment Dealer (Full Service Dealer excluding Underwriting),ACTIVE,23/12/2024,,NO,LOW,"Active investment-dealer licence, but no affirmative FX/CFD evidence found; manual product validation required",https://opr.fscmauritius.org/ords/opr/r/fsc-opr/fsc-online-public-register-opr,OFFICIAL_PUBLIC_REGISTER,YES,https://opr.fscmauritius.org/ords/opr/r/fsc-opr/fsc-online-public-register-opr,2026-08-18T07:22:18+00:00
Charleston Investments Limited,FSC Mauritius,Financial Services Commission Mauritius,Mauritius,,SEC-2.1B Investment Dealer (Full Service Dealer excluding Underwriting),ACTIVE,07/03/2022,,NO,LOW,"Active investment-dealer licence, but no affirmative FX/CFD evidence found; manual product validation required",https://opr.fscmauritius.org/ords/opr/r/fsc-opr/fsc-online-public-register-opr,OFFICIAL_PUBLIC_REGISTER,YES,https://opr.fscmauritius.org/ords/opr/r/fsc-opr/fsc-online-public-register-opr,2026-08-18T07:22:18+00:00
Citrus Asset Management Ltd.,FSC Mauritius,Financial Services Commission Mauritius,Mauritius,,SEC-2.1B Investment Dealer (Full Service Dealer excluding Underwriting),ACTIVE,15/05/2018,,NO,LOW,"Active investment-dealer licence, but no affirmative FX/CFD evidence found; manual product validation required",https://opr.fscmauritius.org/ords/opr/r/fsc-opr/fsc-online-public-register-opr,OFFICIAL_PUBLIC_REGISTER,YES,https://opr.fscmauritius.org/ords/opr/r/fsc-opr/fsc-online-public-register-opr,2026-08-18T07:22:18+00:00
Colmex (Mu) Ltd,FSC Mauritius,Financial Services Commission Mauritius,Mauritius,,SEC-2.1B Investment Dealer (Full Service Dealer excluding Underwriting),ACTIVE,09/01/2024,,NO,LOW,"Active investment-dealer licence, but no affirmative FX/CFD evidence found; manual product validation required",https://opr.fscmauritius.org/ords/opr/r/fsc-opr/fsc-online-public-register-opr,OFFICIAL_PUBLIC_REGISTER,YES,https://opr.fscmauritius.org/ords/opr/r/fsc-opr/fsc-online-public-register-opr,2026-08-18T07:22:18+00:00
Copernico Capital Ltd,FSC Mauritius,Financial Services Commission Mauritius,Mauritius,,SEC-2.1B Investment Dealer (Full Service Dealer excluding Underwriting),ACTIVE,27/12/2022,,NO,LOW,"Active investment-dealer licence, but no affirmative FX/CFD evidence found; manual product validation required",https://opr.fscmauritius.org/ords/opr/r/fsc-opr/fsc-online-public-register-opr,OFFICIAL_PUBLIC_REGISTER,YES,https://opr.fscmauritius.org/ords/opr/r/fsc-opr/fsc-online-public-register-opr,2026-08-18T07:22:18+00:00
DB Invest (MY) Limited,FSC Mauritius,Financial Services Commission Mauritius,Mauritius,,SEC-2.1B Investment Dealer (Full Service Dealer excluding Underwriting),ACTIVE,14/11/2025,,NO,LOW,"Active investment-dealer licence, but no affirmative FX/CFD evidence found; manual product validation required",https://opr.fscmauritius.org/ords/opr/r/fsc-opr/fsc-online-public-register-opr,OFFICIAL_PUBLIC_REGISTER,YES,https://opr.fscmauritius.org/ords/opr/r/fsc-opr/fsc-online-public-register-opr,2026-08-18T07:22:18+00:00
DBL Global (MU) Ltd,FSC Mauritius,Financial Services Commission Mauritius,Mauritius,,SEC-2.1B Investment Dealer (Full Service Dealer excluding Underwriting),ACTIVE,21/08/2025,,NO,LOW,"Active investment-dealer licence, but no affirmative FX/CFD evidence found; manual product validation required",https://opr.fscmauritius.org/ords/opr/r/fsc-opr/fsc-online-public-register-opr,OFFICIAL_PUBLIC_REGISTER,YES,https://opr.fscmauritius.org/ords/opr/r/fsc-opr/fsc-online-public-register-opr,2026-08-18T07:22:18+00:00
DDT Group Limited,FSC Mauritius,Financial Services Commission Mauritius,Mauritius,,SEC-2.3 Investment Dealer (Discount Broker),ACTIVE,05/08/2025,,NO,LOW,"Active investment-dealer licence, but no affirmative FX/CFD evidence found; manual product validation required",https://opr.fscmauritius.org/ords/opr/r/fsc-opr/fsc-online-public-register-opr,OFFICIAL_PUBLIC_REGISTER,YES,https://opr.fscmauritius.org/ords/opr/r/fsc-opr/fsc-online-public-register-opr,2026-08-18T07:22:18+00:00
DMH STOCKBROKING LTD,FSC Mauritius,Financial Services Commission Mauritius,Mauritius,,SEC-2.3 Investment Dealer (Discount Broker),ACTIVE,10/10/2008,,NO,LOW,"Active investment-dealer licence, but no affirmative FX/CFD evidence found; manual product validation required",https://opr.fscmauritius.org/ords/opr/r/fsc-opr/fsc-online-public-register-opr,OFFICIAL_PUBLIC_REGISTER,YES,https://opr.fscmauritius.org/ords/opr/r/fsc-opr/fsc-online-public-register-opr,2026-08-18T07:22:18+00:00
Daliz Finance (Mauritius) LTD,FSC Mauritius,Financial Services Commission Mauritius,Mauritius,,SEC-2.1B Investment Dealer (Full Service Dealer excluding Underwriting),ACTIVE,15/01/2026,,NO,LOW,"Active investment-dealer licence, but no affirmative FX/CFD evidence found; manual product validation required",https://opr.fscmauritius.org/ords/opr/r/fsc-opr/fsc-online-public-register-opr,OFFICIAL_PUBLIC_REGISTER,YES,https://opr.fscmauritius.org/ords/opr/r/fsc-opr/fsc-online-public-register-opr,2026-08-18T07:22:18+00:00
Dana Global Limited,FSC Mauritius,Financial Services Commission Mauritius,Mauritius,,SEC-2.1B Investment Dealer (Full Service Dealer excluding Underwriting),ACTIVE,05/09/2022,,NO,LOW,"Active investment-dealer licence, but no affirmative FX/CFD evidence found; manual product validation required",https://opr.fscmauritius.org/ords/opr/r/fsc-opr/fsc-online-public-register-opr,OFFICIAL_PUBLIC_REGISTER,YES,https://opr.fscmauritius.org/ords/opr/r/fsc-opr/fsc-online-public-register-opr,2026-08-18T07:22:18+00:00
Dealvester Limited,FSC Mauritius,Financial Services Commission Mauritius,Mauritius,,SEC-2.2 Investment Dealer (Broker),ACTIVE,16/10/2024,,NO,LOW,"Active investment-dealer licence, but no affirmative FX/CFD evidence found; manual product validation required",https://opr.fscmauritius.org/ords/opr/r/fsc-opr/fsc-online-public-register-opr,OFFICIAL_PUBLIC_REGISTER,YES,https://opr.fscmauritius.org/ords/opr/r/fsc-opr/fsc-online-public-register-opr,2026-08-18T07:22:18+00:00
Deriv (Mauritius) Ltd,FSC Mauritius,Financial Services Commission Mauritius,Mauritius,,SEC-2.1B Investment Dealer (Full Service Dealer excluding Underwriting),ACTIVE,14/06/2024,,NO,LOW,"Active investment-dealer licence, but no affirmative FX/CFD evidence found; manual product validation required",https://opr.fscmauritius.org/ords/opr/r/fsc-opr/fsc-online-public-register-opr,OFFICIAL_PUBLIC_REGISTER,YES,https://opr.fscmauritius.org/ords/opr/r/fsc-opr/fsc-online-public-register-opr,2026-08-18T07:22:18+00:00
Dizicx Global Ltd,FSC Mauritius,Financial Services Commission Mauritius,Mauritius,,SEC-2.1B Investment Dealer (Full Service Dealer excluding Underwriting),ACTIVE,21/08/2023,,NO,LOW,"Active investment-dealer licence, but no affirmative FX/CFD evidence found; manual product validation required",https://opr.fscmauritius.org/ords/opr/r/fsc-opr/fsc-online-public-register-opr,OFFICIAL_PUBLIC_REGISTER,YES,https://opr.fscmauritius.org/ords/opr/r/fsc-opr/fsc-online-public-register-opr,2026-08-18T07:22:18+00:00
